NAME.FIB	category	SIZE_FIB	NES_FIB	NOM.p.val	FDR.q.val	NAME.ESC	SIZE_ESC	NES_ESC	NOM.p.val.1	FDR.q.val.1	fib_add_esc	fib_minus_esc
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	C7_ immunologic signatures	175	0.81305367	0.87244284	0.9246645	GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	185	0.75726366	0.93939394	1	1.57031733	0.05579001
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN	C7_ immunologic signatures	147	0.8130198	0.86552566	0.9246322	GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN	153	1.0193228	0.4489796	0.891731	1.8323426	-0.206303
VANASSE_BCL2_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	31	0.8128843	0.7665663	0.9247899	VANASSE_BCL2_TARGETS_UP	32	1.1264906	0.30769232	0.7116913	1.9393749	-0.3136063
TBK1.DN.48HRS_UP	C6_ oncogenic signatures	46	0.81274766	0.7869081	0.9249443	TBK1.DN.48HRS_UP	46	0.5676254	0.9842342	1	1.38037306	0.24512226
GO_LATE_ENDOSOME_MEMBRANE	c5.CC_ GO cellular component	88	0.8126378	0.8435463	0.9250477	GO_LATE_ENDOSOME_MEMBRANE	88	1.0723953	0.35555556	0.80245274	1.8850331	-0.2597575
REACTOME_BIOLOGICAL_OXIDATIONS	c2.CP_REACTOME_ Reactome gene sets	102	0.81257194	0.8486005	0.925069	REACTOME_BIOLOGICAL_OXIDATIONS	104	1.6898074	0	0.08391921	2.50237934	-0.87723546
LIU_COMMON_CANCER_GENES	c2.CGP_ chemical and genetic perturbations	61	0.8124651	0.8115108	0.9251662	LIU_COMMON_CANCER_GENES	62	0.9559426	0.56736034	0.9759753	1.7684077	-0.1434775
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	C7_ immunologic signatures	108	0.8122605	0.837388	0.9254404	GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	112	1.1893718	0.15271966	0.6062081	2.0016323	-0.3771113
GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_DN	C7_ immunologic signatures	174	0.8121941	0.91314554	0.92545825	GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_DN	173	0.8316382	0.8603239	1	1.6438323	-0.0194441
MORF_ORC1L	c4.CGN_ cancer gene neighborhoods	62	0.81216013	0.81216216	0.92542535	MORF_ORC1L	64	-0.836596	0.8552632	0.87726325	-0.02443587	1.64875613
ROSS_LEUKEMIA_WITH_MLL_FUSIONS	c2.CGP_ chemical and genetic perturbations	71	0.81207067	0.8360882	0.9254877	ROSS_LEUKEMIA_WITH_MLL_FUSIONS	71	0.8533481	0.754329	1	1.66541877	-0.04127743
STEIN_ESR1_TARGETS	c2.CGP_ chemical and genetic perturbations	76	0.81206024	0.82384104	0.92541075	STEIN_ESR1_TARGETS	80	-1.5329953	0	0.12374094	-0.72093506	2.34505554
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	c2.CGP_ chemical and genetic perturbations	20	0.812034	0.72624797	0.9253629	HINATA_NFKB_TARGETS_KERATINOCYTE_DN	21	1.0588969	0.4053367	0.82625484	1.8709309	-0.2468629
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	c5.BP_ GO biological process	89	0.81194675	0.8266494	0.92541957	GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	88	0.85006016	0.77439666	1	1.66200691	-0.03811341
KEGG_MTOR_SIGNALING_PATHWAY	c2.CP_BIOCARTA_ BioCarta gene sets	50	0.81194603	0.7819225	0.92532563	KEGG_MTOR_SIGNALING_PATHWAY	51	0.83196014	0.7586981	1	1.64390617	-0.02001411
GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	C7_ immunologic signatures	178	0.8117913	0.87914693	0.9255115	GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	181	1.4048159	0.008080808	0.33280522	2.2166072	-0.5930246
GO_ACROSOMAL_MEMBRANE	c5.CC_ GO cellular component	16	0.8117759	0.73432344	0.9254452	GO_ACROSOMAL_MEMBRANE	19	0.8723441	0.68961036	1	1.68412	-0.0605682
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	C7_ immunologic signatures	151	0.81162786	0.8599752	0.9256229	GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	155	1.1416817	0.17802645	0.6874557	1.95330956	-0.33005384
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	c5.BP_ GO biological process	22	0.81160855	0.741433	0.92556006	GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	22	1.1099677	0.33249685	0.737697	1.92157625	-0.29835915
GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	C7_ immunologic signatures	177	0.8115342	0.8926887	0.9255948	GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	176	0.8140094	0.879798	1	1.6255436	-0.0024752
GO_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS	c5.BP_ GO biological process	37	0.8115262	0.78814816	0.92551255	GO_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS	38	0.7273736	0.8676123	1	1.5388998	0.0841526
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	c5.BP_ GO biological process	19	0.81151456	0.7576244	0.92543745	GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	20	1.0934113	0.35376757	0.7683227	1.90492586	-0.28189674
GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP	C7_ immunologic signatures	172	0.8112806	0.88861984	0.9257626	GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP	177	1.349751	0.008064516	0.38302937	2.1610316	-0.5384704
GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION	c5.BP_ GO biological process	90	0.81123906	0.82157123	0.9257398	GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION	104	0.9154288	0.656701	1	1.72666786	-0.10418974
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN	C7_ immunologic signatures	179	0.81118125	0.8851894	0.9257499	GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN	180	0.9591426	0.6006067	0.9713375	1.77032385	-0.14796135
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	c2.CGP_ chemical and genetic perturbations	61	0.81115603	0.80779946	0.92569876	SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	64	1.0626258	0.38931298	0.81834304	1.87378183	-0.25146977
GO_CLATHRIN_COATED_VESICLE	c5.CC_ GO cellular component	136	0.8108714	0.8760736	0.9261008	GO_CLATHRIN_COATED_VESICLE	141	0.95704	0.5798146	0.9746784	1.7679114	-0.1461686
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	c5.GO molecular function	16	0.81083035	0.7395498	0.9260765	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	16	-1.0547912	0.37130803	0.59612405	-0.24396085	1.86562155
GO_RAC_GTPASE_BINDING	c5.GO molecular function	37	0.81067747	0.77951634	0.92624706	GO_RAC_GTPASE_BINDING	38	1.0811231	0.36489606	0.78548974	1.89180057	-0.27044563
RACCACAR_AML_Q6	c3.TFT_ transcription factor targets	221	0.8106271	0.9072165	0.9262405	RACCACAR_AML_Q6	230	0.92345583	0.71142286	1	1.73408293	-0.11282873
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	c5.GO molecular function	21	0.8106153	0.7424961	0.9261683	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	22	0.6736061	0.8893035	1	1.4842214	0.1370092
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT	c5.BP_ GO biological process	16	0.81039125	0.7208589	0.9264671	GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT	19	-0.7539026	0.8465116	0.9367638	0.05648865	1.56429385
CCTGTGA_MIR513	c3.MIR_ microRNA targets	111	0.8100939	0.84263957	0.92687863	CCTGTGA_MIR513	114	1.0047114	0.49126413	0.91584504	1.8148053	-0.1946175
BRUECKNER_TARGETS_OF_MIRLET7A3_UP	c2.CGP_ chemical and genetic perturbations	97	0.81008065	0.8487614	0.9268044	BRUECKNER_TARGETS_OF_MIRLET7A3_UP	98	1.4008554	0.01371308	0.3387193	2.21093605	-0.59077475
MORF_CTSB	c4.CGN_ cancer gene neighborhoods	142	0.81006074	0.86683106	0.9267448	MORF_CTSB	150	1.2101902	0.100712106	0.57585645	2.02025094	-0.40012946
GO_ANION_CHANNEL_ACTIVITY	c5.GO molecular function	74	0.8099728	0.8221925	0.9267999	GO_ANION_CHANNEL_ACTIVITY	85	0.97762936	0.52709883	0.9519973	1.78760216	-0.16765656
CHR16Q13	C1: positional gene sets	27	0.80989945	0.74846625	0.9268353	CHR16Q13	29	1.1794313	0.25214198	0.6243497	1.98933075	-0.36953185
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	c2.CP_BIOCARTA_ BioCarta gene sets	40	0.8098352	0.77286136	0.9268507	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	42	0.7663115	0.8235294	1	1.5761467	0.0435237
CHR10P13	C1: positional gene sets	24	0.80980235	0.75834656	0.9268158	CHR10P13	25	-1.6318543	0.005208334	0.07926035	-0.82205195	2.44165665
BAKER_HEMATOPOIESIS_STAT3_TARGETS	c2.CGP_ chemical and genetic perturbations	16	0.8095856	0.7131661	0.9270967	BAKER_HEMATOPOIESIS_STAT3_TARGETS	16	1.1048406	0.34961438	0.74761987	1.9144262	-0.295255
TCANNTGAY_SREBP1_01	c3.TFT_ transcription factor targets	417	0.80939656	0.9510117	0.92733526	TCANNTGAY_SREBP1_01	431	0.97957736	0.576	0.95032847	1.78897392	-0.1701808
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	C7_ immunologic signatures	144	0.80934656	0.8834721	0.92732656	GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	148	1.1472235	0.18321392	0.6735241	1.95657006	-0.33787694
VERNELL_RETINOBLASTOMA_PATHWAY_DN	c2.CGP_ chemical and genetic perturbations	19	0.8092185	0.7386364	0.92744976	VERNELL_RETINOBLASTOMA_PATHWAY_DN	19	1.1228983	0.2951654	0.7203458	1.9321168	-0.3136798
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN	C7_ immunologic signatures	168	0.8090247	0.8710434	0.92769414	GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN	169	1.0472777	0.38321537	0.8447003	1.8563024	-0.238253
CTACTGT_MIR199A	c3.MIR_ microRNA targets	166	0.8089206	0.89097303	0.92778355	CTACTGT_MIR199A	171	0.6489781	0.99086297	1	1.4578987	0.1599425
GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_DN	C7_ immunologic signatures	182	0.8086263	0.89097303	0.9281996	GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_DN	182	-0.9557908	0.6363636	0.74775666	-0.1471645	1.7644171
GO_TERMINAL_BOUTON	c5.CC_ GO cellular component	56	0.8084933	0.80111265	0.92833537	GO_TERMINAL_BOUTON	63	1.3444176	0.05875952	0.3900989	2.1529109	-0.5359243
DALESSIO_TSA_RESPONSE	c2.CGP_ chemical and genetic perturbations	21	0.8082774	0.7380952	0.9286217	DALESSIO_TSA_RESPONSE	22	1.29368	0.12376238	0.4523067	2.1019574	-0.4854026
GSE27786_LSK_VS_CD4_TCELL_DN	C7_ immunologic signatures	169	0.8082354	0.89320385	0.92859745	GSE27786_LSK_VS_CD4_TCELL_DN	176	1.1346424	0.21095334	0.6980387	1.9428778	-0.326407
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	C7_ immunologic signatures	95	0.80809754	0.847769	0.92873996	GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	109	1.6553923	0	0.110844664	2.46348984	-0.84729476
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	c5.BP_ GO biological process	17	0.8080575	0.7568	0.9287156	GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	18	1.1985054	0.22908624	0.59557414	2.0065629	-0.3904479
MCCLUNG_DELTA_FOSB_TARGETS_8WK	c2.CGP_ chemical and genetic perturbations	46	0.8079622	0.7942857	0.9287868	MCCLUNG_DELTA_FOSB_TARGETS_8WK	46	0.97555476	0.5257143	0.9555219	1.78351696	-0.16759256
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_DN	C7_ immunologic signatures	169	0.8079304	0.8920863	0.928747	GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_DN	170	0.702336	0.9675456	1	1.5102664	0.1055944
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP	C7_ immunologic signatures	157	0.8078349	0.89975846	0.9288197	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP	157	1.1278553	0.21252567	0.709033	1.9356902	-0.3200204
GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	C7_ immunologic signatures	178	0.8078052	0.89605737	0.9287778	GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	179	0.76691806	0.93819654	1	1.57472326	0.04088714
GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_UP	C7_ immunologic signatures	174	0.8077443	0.90150636	0.9287852	GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_UP	173	0.7289451	0.95329946	1	1.5366894	0.0787992
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	C7_ immunologic signatures	139	0.8076575	0.88723665	0.92883325	GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	146	0.8645552	0.76796716	1	1.6722127	-0.0568977
GATA1_01	c3.TFT_ transcription factor targets	213	0.8073457	0.9074941	0.9292853	GATA1_01	220	-0.9764547	0.41666666	0.7191224	-0.169109	1.7838004
IKEDA_MIR30_TARGETS_DN	c2.CGP_ chemical and genetic perturbations	26	0.8073449	0.74849397	0.9291904	IKEDA_MIR30_TARGETS_DN	26	0.7962491	0.77553594	1	1.603594	0.0110958
GO_VIRUS_RECEPTOR_ACTIVITY	c5.GO molecular function	60	0.807311	0.8068493	0.92915004	GO_VIRUS_RECEPTOR_ACTIVITY	62	-0.94657135	0.5813953	0.76040286	-0.13926035	1.75388235
GO_TETRAPYRROLE_BINDING	c5.GO molecular function	97	0.80714667	0.844473	0.92933184	GO_TETRAPYRROLE_BINDING	104	1.5410501	0.001049318	0.21041682	2.34819677	-0.73390343
GO_REGULATION_OF_B_CELL_PROLIFERATION	c5.BP_ GO biological process	45	0.8070901	0.8079179	0.92933375	GO_REGULATION_OF_B_CELL_PROLIFERATION	52	1.2354445	0.14666666	0.53270435	2.0425346	-0.4283544
GO_ADRENAL_GLAND_DEVELOPMENT	c5.BP_ GO biological process	20	0.8068188	0.74299836	0.9297127	GO_ADRENAL_GLAND_DEVELOPMENT	22	0.61931854	0.94199246	1	1.42613734	0.18750026
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	C7_ immunologic signatures	170	0.80654156	0.9017544	0.9301005	GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	179	1.2020437	0.09118541	0.58852226	2.00858526	-0.39550214
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	C7_ immunologic signatures	161	0.80643016	0.8903614	0.9301883	GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	164	1.131739	0.21916412	0.70353615	1.93816916	-0.32530884
GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_UP	C7_ immunologic signatures	179	0.80638134	0.9015421	0.9301709	GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_UP	183	1.3559029	0.00810537	0.38086554	2.16228424	-0.54952156
GSE27786_NKCELL_VS_NKTCELL_DN	C7_ immunologic signatures	174	0.8059334	0.8954704	0.9308504	GSE27786_NKCELL_VS_NKTCELL_DN	181	0.99933	0.50506073	0.9247507	1.8052634	-0.1933966
GSE14000_UNSTIM_VS_4H_LPS_DC_UP	C7_ immunologic signatures	167	0.80582273	0.885514	0.93094325	GSE14000_UNSTIM_VS_4H_LPS_DC_UP	167	-0.9337926	0.71428573	0.7788824	-0.12796987	1.73961533
WALLACE_PROSTATE_CANCER_RACE_DN	c2.CGP_ chemical and genetic perturbations	66	0.8057315	0.8187919	0.93100643	WALLACE_PROSTATE_CANCER_RACE_DN	69	0.8427413	0.77022654	1	1.6484728	-0.0370098
GSE3982_DC_VS_TH1_UP	C7_ immunologic signatures	166	0.8056141	0.8807556	0.9311132	GSE3982_DC_VS_TH1_UP	171	1.1862979	0.12386707	0.61317563	1.991912	-0.3806838
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	c2.CGP_ chemical and genetic perturbations	59	0.80561256	0.8	0.9310205	WATANABE_COLON_CANCER_MSI_VS_MSS_DN	70	1.3707845	0.035164837	0.3668171	2.17639706	-0.56517194
BIOCARTA_AKT_PATHWAY	c2.CP_BIOCARTA_ BioCarta gene sets	19	0.8051837	0.71359223	0.93167174	BIOCARTA_AKT_PATHWAY	21	-0.819281	0.7804878	0.8902062	-0.0140973	1.6244647
CHR3Q25	C1: positional gene sets	41	0.8049928	0.7983075	0.9319019	CHR3Q25	42	-1.1682606	0.16239317	0.41872752	-0.3632678	1.9732534
GENTILE_UV_RESPONSE_CLUSTER_D2	c2.CGP_ chemical and genetic perturbations	40	0.8048145	0.8011364	0.9321076	GENTILE_UV_RESPONSE_CLUSTER_D2	40	-1.4553343	0.013793103	0.16997764	-0.6505198	2.2601488
GO_REGULATION_OF_VASCULAR_PERMEABILITY	c5.BP_ GO biological process	28	0.8046798	0.75829387	0.9322429	GO_REGULATION_OF_VASCULAR_PERMEABILITY	29	1.2756499	0.14060606	0.47965622	2.0803297	-0.4709701
GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN	C7_ immunologic signatures	178	0.8045864	0.8977408	0.9323071	GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN	180	1.2116526	0.0840081	0.5750029	2.016239	-0.4070662
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP	C7_ immunologic signatures	166	0.8045782	0.89548695	0.93222594	GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP	170	0.93299913	0.66161615	0.9972571	1.73757733	-0.12842093
GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	c5.BP_ GO biological process	34	0.8045426	0.7674074	0.9321947	GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	35	1.2200283	0.20500596	0.5554188	2.0245709	-0.4154857
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN	C7_ immunologic signatures	174	0.80452746	0.89917934	0.9321264	GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN	176	-0.8144847	0.9285714	0.89311266	-0.00995724	1.61901216
MODULE_331	c4.CM_ cancer modules	67	0.8044782	0.83597887	0.9321168	MODULE_331	67	0.66960126	0.95185995	1	1.47407946	0.13487694
GO_REGULATION_OF_MITOCHONDRIAL_FISSION	c5.BP_ GO biological process	15	0.8044241	0.73572594	0.9321106	GO_REGULATION_OF_MITOCHONDRIAL_FISSION	15	1.1879907	0.24661246	0.6088765	1.9924148	-0.3835666
BROWN_MYELOID_CELL_DEVELOPMENT_UP	c2.CGP_ chemical and genetic perturbations	136	0.8042777	0.89375	0.93226904	BROWN_MYELOID_CELL_DEVELOPMENT_UP	138	1.2009768	0.12295082	0.59045756	2.0052545	-0.3966991
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	c2.CP_REACTOME_ Reactome gene sets	21	0.80427545	0.7420382	0.93217695	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	22	1.1003575	0.3548387	0.7566695	1.90463295	-0.29608205
GSE557_WT_VS_I_AB_KO_DC_UP	C7_ immunologic signatures	174	0.80412775	0.91240877	0.9323224	GSE557_WT_VS_I_AB_KO_DC_UP	177	1.1899309	0.12867275	0.6051144	1.99405865	-0.38580315
GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	C7_ immunologic signatures	176	0.803936	0.9	0.93255544	GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	177	0.70136666	0.97461927	1	1.50530266	0.10256934
GO_ION_GATED_CHANNEL_ACTIVITY	c5.GO molecular function	37	0.8037535	0.7708333	0.93276304	GO_ION_GATED_CHANNEL_ACTIVITY	40	1.3560935	0.07479862	0.38080004	2.159847	-0.55234
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	c2.CGP_ chemical and genetic perturbations	16	0.8036373	0.75911254	0.9328707	BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	17	0.78219384	0.76578945	1	1.58583114	0.02144346
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	c5.GO molecular function	48	0.8034699	0.8313783	0.93305916	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	49	0.895381	0.6495434	1	1.6988509	-0.0919111
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD4_TCELL_UP	C7_ immunologic signatures	144	0.80338323	0.8931677	0.93310666	GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD4_TCELL_UP	148	0.89392126	0.73748726	1	1.69730449	-0.09053803
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	c2.CGP_ chemical and genetic perturbations	15	0.80336356	0.7471637	0.9330443	TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	15	0	0	0	0.80336356	0.80336356
AIYAR_COBRA1_TARGETS_DN	c2.CGP_ chemical and genetic perturbations	27	0.80322754	0.7846154	0.93318	AIYAR_COBRA1_TARGETS_DN	28	-1.425791	0.02793296	0.19128937	-0.62256346	2.22901854
BILANGES_SERUM_SENSITIVE_VIA_TSC1	c2.CGP_ chemical and genetic perturbations	18	0.80318415	0.74763405	0.9331591	BILANGES_SERUM_SENSITIVE_VIA_TSC1	21	-0.82479626	0.7397959	0.88619703	-0.02161211	1.62798041
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	c2.CGP_ chemical and genetic perturbations	160	0.80303144	0.89903843	0.9333157	HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	164	0.58635503	0.9979757	1	1.38938647	0.21667641
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	C7_ immunologic signatures	146	0.80303144	0.8888889	0.9332198	GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	151	1.1322634	0.22413793	0.70259076	1.93529484	-0.32923196
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	C7_ immunologic signatures	157	0.8027164	0.89045936	0.93366605	GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	160	1.0946877	0.28730965	0.7653094	1.8974041	-0.2919713
GO_TRANS_GOLGI_NETWORK_MEMBRANE	c5.CC_ GO cellular component	67	0.80271053	0.8388889	0.9335801	GO_TRANS_GOLGI_NETWORK_MEMBRANE	68	0.78847915	0.83457845	1	1.59118968	0.01423138
GO_RUFFLE_MEMBRANE	c5.CC_ GO cellular component	73	0.8024945	0.8380567	0.93385726	GO_RUFFLE_MEMBRANE	74	1.0808746	0.33836207	0.7858427	1.8833691	-0.2783801
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	c2.CGP_ chemical and genetic perturbations	30	0.80244976	0.771261	0.93383765	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	30	-1.7977782	0	0.03327629	-0.99532844	2.60022796
GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	c5.BP_ GO biological process	21	0.80214906	0.7483871	0.9342634	GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	26	0.93283886	0.57228917	0.9973588	1.73498792	-0.1306898
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP	C7_ immunologic signatures	170	0.80209297	0.8860606	0.934262	GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP	183	0.6953362	0.9819277	1	1.49742917	0.10675677
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	C7_ immunologic signatures	168	0.8020676	0.8948598	0.93420815	GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	168	0.5497329	1	1	1.3518005	0.2523347
GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS	c5.BP_ GO biological process	15	0.80202717	0.7399679	0.93418026	GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS	15	0.8811517	0.6331522	1	1.68317887	-0.07912453
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	C7_ immunologic signatures	171	0.8019634	0.90834314	0.93418497	GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	176	0.9929456	0.5267407	0.93191797	1.794909	-0.1909822
GO_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	c5.BP_ GO biological process	17	0.80191636	0.7527559	0.9341659	GO_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	17	-1.3487138	0.072961375	0.24293736	-0.54679744	2.15063016
GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_DN	C7_ immunologic signatures	166	0.8018754	0.9074519	0.9341422	GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_DN	181	1.2101126	0.09090909	0.57601327	2.011988	-0.4082372
GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	C7_ immunologic signatures	157	0.80176026	0.8856799	0.93423384	GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	164	0.781389	0.91472083	1	1.58314926	0.02037126
